[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:24:53 | 16-02-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:24:56 | 16-02-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:19:20 | 17-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x13a037dcc70267f9993e9acd879fe837d85dafef4ee7bc68cdf5ff3417708ba4
[09:19:28 | 17-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7fc07b9002fb3123c250263d11c5b323f34933dce9ffcede78affaee4aa00e0e
[09:22:31 | 17-02-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:22:34 | 17-02-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:15:44 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb7d4f8f3df7b3eccc964b5758ae1b1abfe1f266d0a5f4118bf8e8c28bfcd00b1
[09:16:04 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7e6e1d7aaa3ec259bef304909b38180a4babfe767e80dab915e4c5a638249d31
[09:19:08 | 18-02-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:19:11 | 18-02-2025] Bridge Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:16:59 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x10539e28af6fe5adf5a61ed572a9e302bd9e740d5e93f9e6c517ccffc62979e9
[09:17:14 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xee8eec09092c6b3db8184fc5e0aa01854709a8790b0c870ecf3d274fdc6d1968
[09:20:17 | 19-02-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:20:20 | 19-02-2025] Bridge Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:17:16 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb58e17f6cbd65965c37422be4e5e726710d13b95794847e03120fbfd061725ed
[09:17:27 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe9ef9e1ae3203fd142d3d9dcbe51399dbb0cde3bc475b215af735f47b803a91d
[09:20:30 | 20-02-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:20:32 | 20-02-2025] Bridge Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:17:36 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xfcba6a915aa2569375825bda7b22c51d0c06e480fb279405a56dfb8eb98d853e
[09:17:51 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa835883f7f4964f272a4943047105ebac2a69ca57dff42b20ef969db8586cb48
[09:20:54 | 21-02-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:20:57 | 21-02-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:13:49 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x90212ea161c4c6fbce9d10efd4f7477744d85dc27bd24c483cd78f9a0a802d25
[09:16:52 | 22-02-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:16:55 | 22-02-2025] Bridge Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:21:44 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd7c43c08f6630c96802105da931106f503b0381f950efb7923c645cfded03770
[09:22:01 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xee9a9534bb2a4fba79b866825f1565e9dea67619f85b4fb2b78c46487c7f8826
[09:25:04 | 23-02-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:25:07 | 23-02-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:20:58 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x939a2f223e62d0c5036b3ef48b794d555562122adc0934dc26412c2ef65b50f3
[09:21:16 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x901a6e419e0b85c562afc92f1aa437065837e35304654ace58b5bbe79d0e608b
[09:24:19 | 24-02-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:24:22 | 24-02-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:19:49 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x43f5a19265ed19c63b05a1da85c4c91e3e70fedc71517f638c75c5fe89ba8a63
[09:22:52 | 25-02-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:22:55 | 25-02-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:19:19 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x50bdf88ea0a3885c51299843e04389b93947d8af85e80b52b56419fd4d909a21
[09:19:26 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1ec47e88d22000ef9e9deda6b11bd4f94abbf8ebe1a7bf0d6bd4360a79166465
[09:22:29 | 26-02-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:22:31 | 26-02-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:20:10 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x61d9c240bde95123e62c9b076743721791ca5c785411894b2e7625e9e6f1eaa6
[09:20:25 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x54222a4df7a582980358d1d43bd53c0f657acf0bba4a0aa49dd3039a86e79dc5
[09:23:28 | 27-02-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:23:30 | 27-02-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:20:48 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd5102f6c271726d49dd5be9bc2d24fc05de8ba26eb33f08abdc69376fa376f5b
[09:21:03 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x912e96bad84e3bf88cf0504bd05c9e4c28d9ee4185db2008a74428f46fda9c6c
[09:24:06 | 28-02-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:24:08 | 28-02-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:24:42 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x9cb12c6452ec3a0ef4334ef00ab14083d634da7bfc6d71381377570b88e4a208
[09:24:50 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc22ac9efe7c81e1a20640f7316288e210551fa287c1c8b443b9893b2ebdfed9b
[09:27:53 | 01-03-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:27:56 | 01-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:23:44 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x90ee058ad73054b9ac1bbe99d0edfbdb02ca50216b4788b2a6293afe14c76a86
[09:24:15 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x571dba4a07afd58afd1306ccf015b6209b7b31522dca32210c8f223cd864fd02
[09:27:18 | 02-03-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:27:21 | 02-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:22:03 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x58e13d70344d4e57e0cf8bb1a915d6302fe85290a1c273ea28412529ab2cb74d
[09:22:27 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9b2cc59cda7beb30997cc1a3bfbcc80e9328c2a311e37efda387ec3f869a85a1
[09:25:30 | 03-03-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:25:33 | 03-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:21:22 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1ff8f8d0e4c09da457110de0dab9a7c7fb48a207b7166d1f5ab1b30199e5af15
[09:21:38 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x976b8b272eaf3f3a8ff0873d36da02d4b473f3523e588b78ac1cd81c2eee9647
[09:24:41 | 04-03-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:24:44 | 04-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:21:15 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x0c4f9d7841bd6cee84a1ba446a600b70fd19c064a3417e957e8bc5e2c1b6f6a6
[09:21:28 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfbdc571b4767fd5b836f7fbfa84f0c0bc28cae5b600520b94782ae14ec563ae5
[09:24:31 | 05-03-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:24:33 | 05-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:21:40 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd63953d3b4865b2065a97332d1a60891dc916a05f5d87ce1bd200aef57d43eec
[09:21:51 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa2894b854edcf778e34a6ccc3525613eca21c80c7ef024fe273b5ba8a2d80c6a
[09:24:54 | 06-03-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:24:57 | 06-03-2025] Bridge Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:22:12 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xedfcba621f5adb1b09b76872cee03a68f7802917ae7515ee624485172af888b5
[09:22:27 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x185b9df739a19b827ca3c6d54cbb88f966b03b7b5d4be2a59196665dabadbe64
[09:25:30 | 07-03-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:25:33 | 07-03-2025] Bridge Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[08:57:52 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6cfbcf011fd61e0053c15d3ce6bb19882c53db9d952905e82e743aea8324f350
[08:58:05 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x20f5a6f1e938580c476d078b4a90f1cc06d1b7e85a7867fcc6bc54b042a90559
[09:01:08 | 08-03-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:01:10 | 08-03-2025] Bridge Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:03:00 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf03b009e6103cb033fc6f7a21bd0d16101c84b9bf0902d61d2887da1a64154ce
[09:03:16 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x511b8dbe88f0340a4e380a14ec708b6d6f92978cba7ca4fbba684792622ef56b
[09:06:19 | 09-03-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:06:22 | 09-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:04:06 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x93627bbfb71ef5b3e0839b2df7ecced813537f7486ff6f2022aa9bf60c3b7800
[09:04:17 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x624c443b8fa5306b37febf795c5c80dc75bd46080fcd56e877dad4e78425563c
[09:07:20 | 10-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:07:23 | 10-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:22:30 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x06f6c2d8d7f0acaaf4f1fa63ae3f38904ab1daf2f2bfc0055f681b8742e2b157
[09:22:51 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdf7d39d5677a8876f9ca9899754d2a4858086b8f69b037c574e41055833f10d3
[09:25:54 | 11-03-2025] Transfer Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
[09:25:57 | 11-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:21:36 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x17a393f861072d08a18e8aa404258a1e3127b960b552c63ec4b17a5d2f7ef640
[09:24:39 | 12-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:24:42 | 12-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:23:40 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x556a2fca0ba9e429cb93c764c3e948e381d41c65d8291ba234c839f70ad7b385
[09:26:44 | 13-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:26:47 | 13-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:21:40 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0fc8098bc82fc85ec17b4f695aa38075e9cb8de6d3f24674dff15f7b8787ac02
[09:24:43 | 14-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:24:46 | 14-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:20:02 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd651ce450edaa18ae9f83bf072c44d04ba3a2170bf06edcfda0167c4ead9dc5c
[09:23:05 | 15-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:23:08 | 15-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:27:38 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x81962e12d4f7a3f3654befe5438e015d9ed4995e3d0cb63cef1fc5a01663c4ef
[09:30:41 | 16-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:30:44 | 16-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:27:28 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf044445f01be7aae6606f5e79d6fc4151b0410ab07157c85b66b518821b9cdc3
[09:30:31 | 17-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:30:34 | 17-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:24:50 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe3ef86bd1514d4ecd20a2eb86c49394ede9ccca1095e1e96606a3ef72a97f1c9
[09:27:53 | 18-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:27:56 | 18-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:23:53 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xca372890090cb4e04afc211f190f7b7bf56c569bab557d03ff7e55bc85e8961d
[09:26:56 | 19-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:26:58 | 19-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:22:53 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd6f106a103180a4873b99e312a7d31d9edf2a0101076a738aaa19185d0a5909d
[09:25:56 | 20-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:26:00 | 20-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:24:25 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x728d061e1378ef8e59c33b2f24dd7d888a75ad1deeed56dfee0ef82e6fdb03bb
[09:27:28 | 21-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:27:31 | 21-03-2025] Bridge Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
Error:
[09:21:26 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xccb5daf7b925b655e5f47859598df471b0db251ecc849bd55d0622031fa698fc
[09:24:29 | 22-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:24:32 | 22-03-2025] Bridge Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
Error:
[09:36:27 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9cf4f81345458ff8d5360c61c8ae183c8a97c41aabd87ffc030710f5d2e6c10e
[09:39:30 | 23-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:39:33 | 23-03-2025] Bridge Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
Error:
[09:36:02 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa3bba25a65ea93904d98fa1bd5f6e127c81a3dab9607f9e90db5fd1e7c08c942
[09:39:05 | 24-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:39:08 | 24-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:25:37 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xeca9d3fc3215c166856970f3fa964af4c00654648a4ccd6c2baf143066094a0c
[09:28:40 | 25-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:28:43 | 25-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:24:25 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x638dac3663c959457c3a693ce2b77652345894650238dffa21d7f97d751a839b
[09:27:28 | 26-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:27:31 | 26-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:24:37 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5a2806095f3fa056b943b2eabb3079533bbc031eecf9378a9543e84ea17dd657
[09:27:40 | 27-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:27:43 | 27-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:26:25 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4d4dfcb70b7519083322494d289dffd6f032e32152dcf1e9696ec0632cec188a
[09:29:28 | 28-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:29:31 | 28-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:23:14 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd1c4dba065a3fa2664815a8f1c33e045d440077af3706823ecbd8ae95c826d09
[09:26:17 | 29-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:26:19 | 29-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:39:13 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5c1d616c6ef1ea8beeac1b2265161581c4cbad52952146ae3af259510fc871ef
[09:42:16 | 30-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:42:19 | 30-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:38:29 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcbfd378690d36c26298c75e6ff3210beb41da6f59fc8fbe76aced7d4446f5eb9
[09:41:32 | 31-03-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:41:35 | 31-03-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:45:50 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1eefb43fb8d7c014be34bb03b24b923aefa6c52c147e5e2769c3aa77fcf22f49
[09:48:53 | 01-04-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:48:56 | 01-04-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:27:00 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xeec8bc4322e2cc2191ceccbd1ae6f46aae60e0e76101a17f0ad7c443f7a95b50
[09:30:03 | 02-04-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:30:06 | 02-04-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
Error:
[09:25:52 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9c05a63f9cef37114d4654ef27c01137b7612db4db8961ed32831b5742c9e0b3
[09:28:56 | 03-04-2025] Transfer Task failed for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4: Request failed with status code 400
[09:28:59 | 03-04-2025] Bridge Task successful for 0xEf409f22bcF59F1329Ee96f8ceA7f52eDf41F8e4
